Protein IDs,Majority protein IDs,Protein names,Gene names,Intensity EV_AA1,Intensity EV_AA2,Intensity EV_AA3,Intensity EV_B1,Intensity EV_B2,Intensity EV_B3,Intensity WT_AA1,Intensity WT_AA2,Intensity WT_AA3,Intensity WT_B1,Intensity WT_B2,Intensity WT_B3,iBAQ,iBAQ EV_AA1,iBAQ EV_AA2,iBAQ EV_AA3,iBAQ EV_B1,iBAQ EV_B2,iBAQ EV_B3,iBAQ WT_AA1,iBAQ WT_AA2,iBAQ WT_AA3,iBAQ WT_B1,iBAQ WT_B2,iBAQ WT_B3,LFQ intensity EV_AA1,LFQ intensity EV_AA2,LFQ intensity EV_AA3,LFQ intensity EV_B1,LFQ intensity EV_B2,LFQ intensity EV_B3,LFQ intensity WT_AA1,LFQ intensity WT_AA2,LFQ intensity WT_AA3,LFQ intensity WT_B1,LFQ intensity WT_B2,LFQ intensity WT_B3
Q9UNX4;Q6PDA5,Q9UNX4,WD repeat-containing protein 3,WDR3,212920000,204540000,190710000,136380000,115790000,133260000,298010000,241330000,214460000,254970000,168680000,190310000,49195000,4435900,4261200,3973200,2841300,2412200,2776200,6208600,5027600,4468000,5311800,3514200,3964800,174440000,172390000,137500000,133540000,120480000,127050000,161710000,146350000,162730000,145970000,128400000,127410000
Q9UNZ5;K7ESE5,Q9UNZ5;K7ESE5,Leydig cell tumor 10 kDa protein homolog,C19orf53,27019000,39518000,30091000,30083000,18246000,26422000,128140000,61387000,79593000,84424000,42161000,59008000,125220000,5403800,7903700,6018200,6016600,3649200,5284400,25628000,12277000,15919000,16885000,8432100,11802000,0,0,0,0,39925000,34965000,56521000,0,39333000,45308000,0,40694000
Q9UPN4-2;Q9UPN4;I3L2X7;Q9UPN4-3;I3L2J8,Q9UPN4-2;Q9UPN4;I3L2X7;Q9UPN4-3;I3L2J8,5-azacytidine-induced protein 1,AZI1,16065000,15812000,13430000,10062000,13970000,10488000,23581000,16077000,0,11878000,18937000,11889000,2615900,259120,255030,216610,162280,225320,169170,380340,259310,0,191570,305430,191750,0,0,0,0,0,0,0,0,0,0,12414000,0
Q9UPQ9-1;Q9UPQ9;H0Y720;Q9UPQ9-2,Q9UPQ9-1;Q9UPQ9;H0Y720,Trinucleotide repeat-containing gene 6B protein,TNRC6B,1057900000,952190000,870760000,657720000,477120000,831770000,1399200000,1135200000,765990000,1074600000,787690000,707440000,139190000,13738000,12366000,11309000,8541800,6196400,10802000,18171000,14743000,9947900,13955000,10230000,9187500,855800000,718890000,658370000,691670000,616470000,751830000,674670000,693290000,511660000,687420000,548310000,567820000
Q9UPR3;Q5SZX1,Q9UPR3;Q5SZX1,Protein SMG5,SMG5,363370000,258580000,293590000,203410000,161260000,298420000,568400000,495300000,205420000,377890000,449940000,266830000,91684000,8450500,6013500,6827800,4730600,3750200,6940100,13219000,11519000,4777300,8788100,10464000,6205400,297740000,305960000,269820000,201980000,201740000,244110000,232650000,284010000,149970000,237570000,289530000,165320000
Q9UPT9-2;Q9UPT9;K7ESK0;K7ERX6,Q9UPT9-2;Q9UPT9;K7ESK0;K7ERX6,Ubiquitin carboxyl-terminal hydrolase 22,USP22,0,21224000,14363000,35493000,0,0,48301000,0,7872200,0,14275000,16807000,6333400,0,848960,574510,1419700,0,0,1932000,0,314890,0,571010,672280,0,0,0,0,0,0,0,0,0,0,0,12520000
Q9UPW5;Q9UPW5-2;Q9UPW5-3;B4DHX2;Q5VZW3;Q5VZW6;Q96MI9-2;J3QSZ9;Q96MI9-3;J3KQF5;Q96MI9,Q9UPW5;Q9UPW5-2;Q9UPW5-3;B4DHX2,Cytosolic carboxypeptidase 1,AGTPBP1,4600800000,5217200000,5124100000,3414000000,3584600000,4014300000,4519100000,4506500000,3976700000,3929900000,3520100000,2745700000,780210000,73029000,82813000,81335000,54191000,56898000,63719000,71732000,71532000,63123000,62379000,55875000,43583000,4098100000,4086000000,4005000000,3497900000,3915600000,3844000000,2443600000,2565200000,2503200000,2564900000,2340400000,2098300000
Q9UPY3;Q9UPY3-2;B3KRG4;H0YJZ6,Q9UPY3;Q9UPY3-2,Endoribonuclease Dicer,DICER1,264950000,281160000,318880000,205480000,247690000,272290000,372420000,391240000,290160000,290330000,260490000,336760000,33008000,2476200,2627600,2980200,1920400,2314900,2544800,3480500,3656400,2711800,2713400,2434500,3147300,229730000,242920000,213140000,228960000,258730000,219830000,207180000,181870000,228330000,214090000,195360000,249180000
Q9UQ35;Q9UQ35-2;I3L4D8;I3L0N7;I3L4U6;I3L3Q8,Q9UQ35;Q9UQ35-2,Serine/arginine repetitive matrix protein 2,SRRM2,282840000000,319810000000,304420000000,219650000000,206250000000,214730000000,349090000000,292170000000,305520000000,255250000000,242650000000,250850000000,27027000000,2357000000,2665100000,2536900000,1830500000,1718700000,1789400000,2909000000,2434800000,2546000000,2127100000,2022100000,2090500000,261170000000,247370000000,235550000000,206620000000,209780000000,213810000000,168810000000,180000000000,179100000000,148220000000,151550000000,167320000000
Q9UQN3;Q9UQN3-2;C9J0A7,Q9UQN3;Q9UQN3-2;C9J0A7,Charged multivesicular body protein 2b,CHMP2B,19243000,277000000,86475000,94153000,98124000,74114000,76180000,126540000,205570000,153340000,218030000,336530000,176530000,1924300,27700000,8647500,9415300,9812400,7411400,7618000,12654000,20557000,15334000,21803000,33653000,0,111760000,103060000,107740000,109070000,96636000,102390000,122070000,122050000,99493000,110620000,214280000
Q9UQR1,Q9UQR1,Zinc finger protein 148,ZNF148,0,0,0,0,0,0,0,16029000,0,0,0,0,471450,0,0,0,0,0,0,0,471450,0,0,0,0,0,0,0,0,0,0,0,9496700,0,0,0,0
Q9Y224;H0YJB9;G3V4C6,Q9Y224,UPF0568 protein C14orf166,C14orf166,263810000,209520000,632740000,166980000,167370000,149990000,800160000,543120000,549550000,592670000,525240000,895350000,343530000,16488000,13095000,39546000,10436000,10460000,9374400,50010000,33945000,34347000,37042000,32827000,55960000,239030000,189410000,307270000,224490000,234670000,172860000,484000000,323990000,402080000,380670000,367000000,503330000
Q9Y230;B3KQ59;M0R0Y3;M0QXI6;M0R0Z0;M0QXZ7,Q9Y230;B3KQ59;M0R0Y3,RuvB-like 2,RUVBL2,1696800000,2034500000,2624300000,1978200000,1476800000,2119800000,3467000000,3588500000,3558500000,3028500000,2736100000,2555200000,1143100000,62844000,75353000,97196000,73265000,54698000,78513000,128410000,132910000,131800000,112170000,101340000,94638000,1462300000,1791400000,1913900000,2199300000,1896700000,1994900000,1680800000,2019200000,1991300000,1947500000,1770700000,1930300000
Q9Y232-2;Q9Y232,Q9Y232-2;Q9Y232,Chromodomain Y-like protein,CDYL,0,0,0,0,0,0,55706000,0,48318000,0,0,0,4160900,0,0,0,0,0,0,2228200,0,1932700,0,0,0,0,0,0,0,0,0,0,0,29327000,0,0,0
Q9Y265;Q9Y265-2;E7ETR0;H7C4G5;J3QLR1;H7C4I3,Q9Y265;Q9Y265-2;E7ETR0,RuvB-like 1,RUVBL1,1264000000,1543400000,1334100000,1211600000,1046400000,1237700000,1564900000,2021800000,1867400000,2023400000,1657100000,1764300000,842540000,57454000,70153000,60640000,55072000,47564000,56257000,71130000,91898000,84883000,91972000,75324000,80197000,1141900000,1146900000,1149900000,1172200000,1205800000,1127900000,1003500000,1272500000,1133800000,1140900000,1103300000,1208900000
Q9Y266,Q9Y266,Nuclear migration protein nudC,NUDC,25497000,26671000,44534000,40465000,34386000,47655000,51433000,50840000,46549000,35214000,53349000,58703000,24538000,1214100,1270100,2120700,1926900,1637400,2269300,2449200,2420900,2216600,1676900,2540400,2795400,0,0,0,0,0,0,0,0,0,0,0,43730000
Q9Y2G3;H7C4W6,Q9Y2G3;H7C4W6,Probable phospholipid-transporting ATPase IF,ATP11B,167130000,136410000,124200000,35832000,10589000,64747000,200640000,236320000,106140000,99264000,73472000,70535000,25005000,3153400,2573800,2343400,676080,199790,1221600,3785800,4458800,2002700,1872900,1386300,1330900,184690000,130700000,141120000,49421000,0,62937000,66968000,66642000,64530000,59956000,44139000,54024000
Q9Y2J2-2;Q9Y2J2;F5GX05;E7EUF8;F5H7W5;Q9Y2J2-3;J3QS83;J3QRQ6;J3KS70;J3QLU5;J3QKY2;J3KRD1;J3QKK4;J3QR33;J3QS55,Q9Y2J2-2;Q9Y2J2;F5GX05;E7EUF8;F5H7W5,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,97274000,56322000,87831000,74362000,84749000,29522000,66429000,122040000,92386000,193790000,175170000,92083000,23917000,1985200,1149400,1792500,1517600,1729600,602480,1355700,2490600,1885400,3955000,3574800,1879200,92420000,74383000,75084000,77486000,66519000,64712000,54485000,61929000,73761000,91269000,71572000,58935000
Q9Y2P8;Q5VZU2;Q5VYW8;Q5VZU3;Q5VZU1,Q9Y2P8,RNA 3-terminal phosphate cyclase-like protein,RCL1,16477000,20966000,31594000,0,18248000,10794000,43860000,29445000,7961300,22799000,16911000,47728000,13339000,823840,1048300,1579700,0,912410,539690,2193000,1472300,398070,1139900,845530,2386400,0,0,0,0,0,0,0,0,0,0,0,35555000
Q9Y2Q5;Q9Y2Q5-2;Q9Y2Q5-3,Q9Y2Q5;Q9Y2Q5-2,Ragulator complex protein LAMTOR2,LAMTOR2,115860000,119090000,94651000,59775000,35258000,63627000,197070000,217140000,162260000,253660000,118650000,152510000,264930000,19310000,19849000,15775000,9962400,5876400,10605000,32845000,36191000,27044000,42277000,19775000,25418000,98784000,94382000,74742000,67219000,65116000,78353000,104380000,123260000,90999000,128570000,78943000,105290000
Q9Y2R4;A8MTP9;F5H5G9;K7ELL1;F5H0R7;K7EMK0,Q9Y2R4;A8MTP9,Probable ATP-dependent RNA helicase DDX52,DDX52,49900000,60853000,31887000,27622000,10256000,18881000,67917000,60557000,42066000,89798000,60301000,37946000,19928000,1782100,2173300,1138800,986500,366280,674320,2425600,2162700,1502400,3207100,2153600,1355200,0,37104000,0,33722000,0,0,0,0,0,60567000,0,0
Q9Y2S0,Q9Y2S0,DNA-directed RNA polymerases I and III subunit RPAC2,POLR1D,4175800000,5979100000,4965600000,1949900000,1997600000,2809900000,6078700000,5259200000,4251900000,4812900000,5009600000,2151200000,7063100000,596540000,854150000,709370000,278560000,285380000,401410000,868390000,751310000,607410000,687560000,715660000,307310000,3574000000,4698500000,3865900000,2190200000,2448500000,2756800000,3321800000,2746100000,2900200000,2525500000,2904500000,1578400000
Q9Y2S0-2,Q9Y2S0-2,DNA-directed RNA polymerases I and III subunit RPAC2,POLR1D,173660000,182120000,230010000,145190000,108550000,126370000,455310000,328260000,285220000,186800000,179460000,125520000,315810000,21707000,22765000,28752000,18148000,13569000,15797000,56914000,41032000,35652000,23350000,22433000,15690000,149760000,136410000,163720000,121940000,134690000,146330000,215080000,222200000,179980000,84962000,140940000,107230000
Q9Y2T2;E5RJ52;P53677;H0YBM0;H0YBA0;E7ER80;Q7Z472,Q9Y2T2,AP-3 complex subunit mu-1,AP3M1,556050000,711830000,519010000,604440000,440110000,464830000,798560000,802750000,664020000,628900000,597570000,718010000,341190000,25275000,32356000,23591000,27475000,20005000,21129000,36298000,36488000,30183000,28587000,27162000,32637000,441500000,558700000,423360000,587200000,491130000,455000000,449700000,503980000,405940000,469830000,370730000,486380000
Q9Y2U8,Q9Y2U8,Inner nuclear membrane protein Man1,LEMD3,0,0,0,0,0,0,45003000,23867000,0,0,0,0,1324400,0,0,0,0,0,0,865440,458980,0,0,0,0,0,0,0,0,0,0,0,14140000,0,0,0,0
Q9Y2W1,Q9Y2W1,Thyroid hormone receptor-associated protein 3,THRAP3,16417000000,16149000000,20539000000,13926000000,13275000000,13262000000,29256000000,20447000000,23041000000,22531000000,21709000000,16991000000,5417700000,390880000,384500000,489020000,331580000,316060000,315770000,696580000,486840000,548610000,536440000,516880000,404550000,13665000000,12870000000,15066000000,13621000000,14807000000,13508000000,14689000000,11728000000,13060000000,13494000000,14597000000,12980000000
Q9Y2X0-2;Q9Y2X0-3;Q9Y2X0;Q9Y2X0-5;Q9Y2X0-4;B9TWZ6;K7EKS6;K7EKX2;K7EKX6,Q9Y2X0-2;Q9Y2X0-3;Q9Y2X0;Q9Y2X0-5;Q9Y2X0-4;B9TWZ6;K7EKS6,Mediator of RNA polymerase II transcription subunit 16,MED16,826240000,962010000,929150000,759650000,470690000,627160000,1418600000,1382900000,1084100000,1303400000,1005100000,1018700000,287510000,20152000,23464000,22662000,18528000,11480000,15297000,34600000,33730000,26443000,31789000,24514000,24847000,907260000,885670000,767840000,702370000,591340000,637140000,636950000,692580000,636650000,767900000,605190000,746240000
Q9Y2X3;H7BZ72;F8WED0,Q9Y2X3,Nucleolar protein 58,NOP58,1168700000,1346200000,1407100000,1240900000,977770000,1131100000,2290400000,1664300000,1403000000,2225900000,1802500000,1652100000,762920000,48697000,56092000,58629000,51705000,40740000,47129000,95433000,69345000,58460000,92748000,75106000,68838000,1093200000,1016800000,1100400000,1240300000,1175600000,1267300000,1152400000,1013700000,859380000,1197800000,1250400000,1122300000
Q9Y2Z0-2;Q9Y2Z0;F5H5A9,Q9Y2Z0-2;Q9Y2Z0;F5H5A9,Suppressor of G2 allele of SKP1 homolog,SUGT1,120980000,141970000,178040000,111800000,113700000,108180000,297560000,130470000,295210000,352310000,384060000,368070000,123920000,5761100,6760300,8478200,5323600,5414200,5151500,14169000,6213000,14057000,16777000,18289000,17527000,93467000,111680000,106740000,103870000,152770000,92539000,178500000,0,198840000,225830000,259520000,258550000
Q9Y320-2;Q9Y320,Q9Y320-2;Q9Y320,Thioredoxin-related transmembrane protein 2,TMX2,0,0,0,0,14015000,0,147490000,69230000,59881000,74204000,74341000,56638000,30987000,0,0,0,0,875970,0,9218000,4326900,3742600,4637800,4646300,3539900,0,0,0,0,0,0,0,0,0,0,0,42192000
Q9Y333,Q9Y333,U6 snRNA-associated Sm-like protein LSm2,LSM2,2841100000,2763300000,3373000000,2639300000,2250700000,2216500000,3587100000,4032100000,4185700000,2791500000,3400700000,2945100000,6171000000,473520000,460540000,562170000,439880000,375120000,369420000,597840000,672020000,697610000,465260000,566780000,490840000,2691400000,2279500000,2889900000,2527900000,2336400000,2476400000,1812700000,2218200000,2621400000,1577000000,1983200000,2286600000
Q9Y371;Q9Y371-2;Q9Y371-3,Q9Y371;Q9Y371-2,Endophilin-B1,SH3GLB1,6520700000,8007400000,6695400000,5075600000,2513100000,3879900000,12378000000,12448000000,11758000000,12040000000,11629000000,6115900000,6604100000,434720000,533830000,446360000,338380000,167540000,258660000,825190000,829860000,783870000,802660000,775270000,407730000,6088400000,7335000000,5414200000,3461400000,2243700000,3339100000,7404000000,6810100000,7474300000,7177800000,8099400000,4632000000
Q9Y383;Q9Y383-3;Q9Y383-2;Q96HJ9-2;C9JWT3;F8WB41;F8WEU3,Q9Y383;Q9Y383-3;Q9Y383-2;Q96HJ9-2,Putative RNA-binding protein Luc7-like 2,LUC7L2,2362400000,2884300000,3058800000,1495900000,1351000000,1336700000,3656800000,3705500000,3210200000,2662200000,2067500000,1420900000,1622900000,131240000,160240000,169940000,83103000,75058000,74261000,203150000,205860000,178350000,147900000,114860000,78938000,2292000000,2325400000,2167800000,1554300000,1384700000,1372800000,1895900000,1838300000,2193800000,1384400000,1223300000,1093300000
Q9Y388;Q5JY83,Q9Y388,"RNA-binding motif protein, X-linked 2",RBMX2,141130000,163610000,167330000,130080000,107230000,128250000,241750000,118240000,188620000,144700000,221250000,146860000,158250000,11761000,13634000,13944000,10840000,8935500,10688000,20146000,9853700,15718000,12058000,18438000,12238000,123360000,116280000,131860000,122420000,139190000,125320000,111010000,95207000,137400000,105350000,106590000,106510000
Q9Y3A2;B4DJC6,Q9Y3A2;B4DJC6,Probable U3 small nucleolar RNA-associated protein 11,UTP11L,14964000,42891000,64978000,27189000,24313000,42380000,28031000,0,0,19091000,57945000,84410000,36926000,1360400,3899100,5907100,2471700,2210300,3852700,2548200,0,0,1735500,5267700,7673600,0,0,42532000,31911000,0,0,0,0,0,0,0,66710000
Q9Y3A4,Q9Y3A4,Ribosomal RNA-processing protein 7 homolog A,RRP7A,3118600,6498300,7548800,0,0,3332000,0,180520000,8127800,0,131490000,0,22709000,207910,433220,503260,0,0,222130,0,12034000,541850,0,8766200,0,0,0,0,0,0,0,0,106950000,0,0,0,0
Q9Y3B2;R4GNH9;R4GMQ7;B1AMU4;B1AMU7;B1AMU3,Q9Y3B2;R4GNH9;R4GMQ7;B1AMU4;B1AMU7;B1AMU3,Exosome complex component CSL4,EXOSC1,47462000,57787000,70052000,63087000,50890000,56060000,145690000,86232000,90017000,81952000,70390000,75058000,99409000,5273600,6420700,7783500,7009600,5654400,6228800,16188000,9581300,10002000,9105800,7821100,8339800,53506000,54779000,58579000,67238000,45542000,60663000,54588000,45921000,49154000,54166000,56466000,52868000
Q9Y3B4,Q9Y3B4,Pre-mRNA branch site protein p14,SF3B14,414450000,520970000,440210000,580720000,475550000,581340000,546460000,412530000,512470000,479750000,437310000,480650000,735300000,51806000,65121000,55026000,72590000,59443000,72668000,68308000,51567000,64059000,59969000,54663000,60082000,319460000,360400000,307220000,639600000,463980000,559550000,222310000,310750000,379940000,334840000,284170000,429060000
Q9Y3B9,Q9Y3B9,RRP15-like protein,RRP15,100730000,108630000,126080000,98924000,85653000,103810000,219420000,187160000,218690000,219350000,132730000,178830000,111250000,6295500,6789200,7879900,6182800,5353300,6487900,13714000,11698000,13668000,13709000,8295600,11177000,92620000,97401000,111820000,113320000,109400000,118770000,104980000,92587000,114210000,105160000,84797000,138470000
Q9Y3C1;D6RIC3;Q9Y3C1-2,Q9Y3C1;D6RIC3;Q9Y3C1-2,Nucleolar protein 16,NOP16,242040000,200190000,118170000,189120000,165950000,212210000,504080000,381530000,319630000,592240000,370440000,230660000,352630000,24204000,20019000,11817000,18912000,16595000,21221000,50408000,38153000,31963000,59224000,37044000,23066000,198330000,171010000,161370000,189500000,198850000,203310000,270680000,219480000,225360000,243850000,242260000,187070000
Q9Y3C6,Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1,PPIL1,105550000,107560000,123470000,167200000,123850000,122090000,96759000,84714000,135820000,168420000,144750000,92752000,184120000,13193000,13445000,15434000,20900000,15482000,15262000,12095000,10589000,16977000,21053000,18093000,11594000,105060000,80287000,87186000,157900000,147860000,122010000,0,80509000,82230000,99980000,71358000,71274000
Q9Y3C7;I3L2J1;I3L0P8,Q9Y3C7;I3L2J1,Mediator of RNA polymerase II transcription subunit 31,MED31,197150000,298950000,214910000,133130000,133910000,117780000,389010000,343660000,677790000,255700000,268950000,243440000,467770000,28164000,42707000,30702000,19018000,19130000,16826000,55573000,49095000,96827000,36528000,38421000,34778000,167490000,237470000,181670000,149380000,143510000,120280000,202530000,232110000,343990000,148800000,199470000,189730000
Q9Y3I0;E7EQS9,Q9Y3I0,tRNA-splicing ligase RtcB homolog,C22orf28,968620000,1112200000,1463800000,1068000000,861540000,918690000,4127000000,3026400000,2779500000,2947700000,2851600000,2014300000,1005800000,40359000,46340000,60991000,44498000,35897000,38279000,171960000,126100000,115810000,122820000,118810000,83930000,933740000,986440000,1214900000,1116900000,1113300000,991640000,2032500000,1592100000,1585500000,1691200000,1704300000,1538400000
Q9Y3T9,Q9Y3T9,Nucleolar complex protein 2 homolog,NOC2L,18743000,14139000,20551000,21829000,15175000,21736000,25293000,41915000,47845000,54828000,18806000,22783000,11559000,669390,504960,733970,779610,541980,776280,903330,1497000,1708700,1958100,671630,813660,0,0,0,0,0,0,0,0,0,33015000,0,0
Q9Y3U8;J3QSB5;J3KTD3,Q9Y3U8;J3QSB5,60S ribosomal protein L36,RPL36,1692900000,2019200000,1827200000,1585100000,2281100000,1122800000,3487300000,2764500000,3501700000,2685800000,2958600000,2210500000,9378900000,564300000,673050000,609070000,528350000,760350000,374270000,1162400000,921490000,1167200000,895280000,986220000,736850000,1415100000,1844500000,1410500000,1503900000,1691900000,1347400000,1850600000,1691100000,1992800000,1793600000,1920300000,1758100000
Q9Y3X0;M0QYB4;M0R2W0;M0QZR0,Q9Y3X0,Coiled-coil domain-containing protein 9,CCDC9,1441500000,1409200000,1340500000,943790000,1041400000,1164200000,1202100000,1647200000,1431100000,1574700000,1082400000,1247200000,705690000,65521000,64053000,60933000,42899000,47338000,52918000,54639000,74874000,65051000,71576000,49199000,56690000,1155200000,1068100000,987690000,1043800000,1078600000,1136100000,791710000,928760000,915640000,911530000,845230000,933990000
Q9Y3Y2-4;Q9Y3Y2;Q9Y3Y2-3;Q5T7Y7,Q9Y3Y2-4;Q9Y3Y2;Q9Y3Y2-3,Chromatin target of PRMT1 protein,CHTOP,8625300000,9497400000,9880800000,8097200000,8091000000,8404300000,11745000000,11340000000,12691000000,12748000000,11429000000,13978000000,14058000000,958360000,1055300000,1097900000,899690000,899000000,933810000,1305000000,1259900000,1410100000,1416400000,1269900000,1553100000,7601300000,7569900000,7876800000,7924300000,8806700000,8073100000,5695900000,6727300000,7351400000,7051800000,7534800000,8058700000
Q9Y421-3;Q9Y421;K7EIY1;K7ELZ8;Q9Y421-2;K7ENN5,Q9Y421-3;Q9Y421,Protein FAM32A,FAM32A,126670000,160520000,68600000,97012000,48294000,101460000,56128000,107740000,248100000,83839000,83904000,83986000,422080000,42223000,53506000,22867000,32337000,16098000,33819000,18709000,35912000,82699000,27946000,27968000,27995000,64728000,90574000,74208000,82139000,98841000,67963000,59410000,75786000,110100000,62113000,85240000,90339000
Q9Y426-2;Q9Y426-3;Q9Y426,Q9Y426-2;Q9Y426-3;Q9Y426,C2 domain-containing protein 2,C2CD2,4166300,0,0,0,0,0,21924000,21729000,14988000,12008000,9554000,7609100,4379900,198400,0,0,0,0,0,1044000,1034700,713720,571830,454950,362340,0,0,0,0,0,0,0,0,0,0,0,5668300
Q9Y450;Q9Y450-4;B7Z524;H0YDX7;J3QT46;E9PHZ9;E9PN23;G5E991;E9PMN1;E9PLR4;E9PJ90;E9PS53;B7Z1K2;H0YES5,Q9Y450;Q9Y450-4;B7Z524;H0YDX7;J3QT46;E9PHZ9,HBS1-like protein,HBS1L,470000000,436240000,429390000,340210000,298430000,402590000,614930000,488670000,454720000,507660000,527270000,508200000,144170000,12368000,11480000,11300000,8952800,7853500,10595000,16182000,12860000,11966000,13360000,13875000,13374000,389390000,347350000,343740000,362620000,398580000,394630000,273560000,292960000,297280000,320580000,295120000,386600000
Q9Y4H2,Q9Y4H2,Insulin receptor substrate 2,IRS2,269060000,235720000,362550000,365210000,260200000,259340000,388350000,428540000,512060000,232470000,367580000,565010000,83256000,5275600,4621900,7108800,7161000,5102000,5085200,7614700,8402700,10040000,4558200,7207500,11079000,239780000,260010000,260370000,260270000,263410000,297540000,196220000,220330000,311050000,223070000,255050000,414100000
